instance,insertion,first,random,mid,median 3,median 3 random,median 9,median 9 random,dual pivot
971-100000,SAT:123.59:123.59:123.59:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
972-100000,SAT:123.16:123.16:123.16:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
973-100000,SAT:123.51:123.51:123.51:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
974-100000,SAT:123.39:123.39:123.39:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
975-100000,SAT:123.4:123.4:123.4:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
976-100000,SAT:123.94:123.94:123.94:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
977-100000,SAT:124.01:124.01:124.01:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.13:0.13:0.13:0
978-100000,SAT:124.17:124.17:124.17:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
979-100000,SAT:124.28:124.28:124.28:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
980-100000,SAT:123.31:123.31:123.31:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.13:0.13:0.13:0
981-100000,SAT:122.75:122.75:122.75:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.13:0.13:0.13:0
982-100000,SAT:124.28:124.28:124.28:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
983-100000,SAT:121.86:121.86:121.86:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
984-100000,SAT:123.92:123.92:123.92:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
985-100000,SAT:123.51:123.51:123.51:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.13:0.13:0.13:0
986-100000,SAT:122.86:122.86:122.86:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
987-100000,SAT:123.55:123.55:123.55:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.13:0.13:0.13:0
988-100000,SAT:123.42:123.42:123.42:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
989-100000,SAT:123.21:123.21:123.21:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
990-100000,SAT:123.94:123.94:123.94:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.15:0.15:0.15:0,SAT:0.19:0.19:0.19:0,SAT:0.13:0.13:0.13:0
991-100000,SAT:124.43:124.43:124.43:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
992-100000,SAT:123.0:123.0:123.0:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
993-100000,SAT:123.38:123.38:123.38:0,SAT:0.15:0.15:0.15:0,SAT:0.17:0.17:0.17:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
994-100000,SAT:123.44:123.44:123.44:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.13:0.13:0.13:0
995-100000,SAT:122.9:122.9:122.9:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
996-100000,SAT:123.1:123.1:123.1:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
997-100000,SAT:123.61:123.61:123.61:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.13:0.13:0.13:0
998-100000,SAT:123.41:123.41:123.41:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.18:0.18:0.18:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.13:0.13:0.13:0
999-100000,SAT:123.02:123.02:123.02:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
1000-100000,SAT:122.99:122.99:122.99:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
1001-100000,SAT:123.46:123.46:123.46:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
1002-100000,SAT:123.32:123.32:123.32:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.15:0.15:0.15:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
1003-100000,SAT:123.2:123.2:123.2:0,SAT:0.16:0.16:0.16:0,SAT:0.16:0.16:0.16:0,SAT:0.15:0.15:0.15:0,SAT:0.16:0.16:0.16:0,SAT:0.17:0.17:0.17:0,SAT:0.16:0.16:0.16:0,SAT:0.18:0.18:0.18:0,SAT:0.14:0.14:0.14:0
1004-100000,SAT:122.76:122.76:122.76:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1005-100000,SAT:122.52:122.52:122.52:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1006-100000,SAT:122.7:122.7:122.7:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1007-100000,SAT:122.68:122.68:122.68:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.08:0.08:0.08:0
1008-100000,SAT:122.7:122.7:122.7:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1009-100000,SAT:122.66:122.66:122.66:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1010-100000,SAT:122.65:122.65:122.65:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.08:0.08:0.08:0
1011-100000,SAT:122.73:122.73:122.73:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1012-100000,SAT:122.76:122.76:122.76:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1013-100000,SAT:122.7:122.7:122.7:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1014-100000,SAT:122.71:122.71:122.71:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1015-100000,SAT:122.68:122.68:122.68:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.08:0.08:0.08:0
1016-100000,SAT:122.73:122.73:122.73:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1017-100000,SAT:122.67:122.67:122.67:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1018-100000,SAT:122.67:122.67:122.67:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.08:0.08:0.08:0
1019-100000,SAT:122.6:122.6:122.6:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1020-100000,SAT:122.55:122.55:122.55:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1021-100000,SAT:122.8:122.8:122.8:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1022-100000,SAT:122.63:122.63:122.63:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1023-100000,SAT:122.6:122.6:122.6:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1024-100000,SAT:122.68:122.68:122.68:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1025-100000,SAT:122.57:122.57:122.57:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1026-100000,SAT:122.7:122.7:122.7:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1027-100000,SAT:122.67:122.67:122.67:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1028-100000,SAT:122.71:122.71:122.71:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1029-100000,SAT:122.73:122.73:122.73:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.08:0.08:0.08:0
1030-100000,SAT:122.64:122.64:122.64:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1031-100000,SAT:122.65:122.65:122.65:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1032-100000,SAT:122.66:122.66:122.66:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.1:0.1:0.1:0,SAT:0.13:0.13:0.13:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1033-100000,SAT:122.63:122.63:122.63:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.08:0.08:0.08:0
1034-100000,SAT:122.68:122.68:122.68:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1035-100000,SAT:122.6:122.6:122.6:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1036-100000,SAT:122.74:122.74:122.74:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1037-100000,SAT:122.67:122.67:122.67:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1038-100000,SAT:122.73:122.73:122.73:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1039-100000,SAT:122.73:122.73:122.73:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.08:0.08:0.08:0
1040-100000,SAT:122.63:122.63:122.63:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1041-100000,SAT:122.68:122.68:122.68:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1042-100000,SAT:122.6:122.6:122.6:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.08:0.08:0.08:0
1043-100000,SAT:122.84:122.84:122.84:0,SAT:0.1:0.1:0.1:0,SAT:0.12:0.12:0.12:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1044-100000,SAT:122.66:122.66:122.66:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.08:0.08:0.08:0
1045-100000,SAT:122.7:122.7:122.7:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.08:0.08:0.08:0
1046-100000,SAT:122.71:122.71:122.71:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1047-100000,SAT:122.64:122.64:122.64:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1048-100000,SAT:122.61:122.61:122.61:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.14:0.14:0.14:0,SAT:0.07:0.07:0.07:0
1049-100000,SAT:122.88:122.88:122.88:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.08:0.08:0.08:0
1050-100000,SAT:122.86:122.86:122.86:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.08:0.08:0.08:0
1051-100000,SAT:122.9:122.9:122.9:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.12:0.12:0.12:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1052-100000,SAT:122.88:122.88:122.88:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
1053-100000,SAT:122.76:122.76:122.76:0,SAT:0.11:0.11:0.11:0,SAT:0.11:0.11:0.11:0,SAT:0.1:0.1:0.1:0,SAT:0.11:0.11:0.11:0,SAT:0.13:0.13:0.13:0,SAT:0.12:0.12:0.12:0,SAT:0.13:0.13:0.13:0,SAT:0.07:0.07:0.07:0
